site,station_code,date_sampled,activity_type,latitude,longitude,component_short,component_long,result,remark,units,mdl,pql,mrl,dilution,date_received,date_analyzed,test_comments,analysis_method,lab_id,lab_accreditation_authority,laboratory,rq_number,WBID,REGsites
River North,GTMRNNUT,2017-12-13T12:52:00Z,Field,30.022421,-81.327722,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-09-20T12:09:00Z,Sample,30.022421,-81.327722,TP,Total Phosphorus,0.083,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-09-20T12:09:00Z,Sample,30.022421,-81.327722,NO23F,Nitrate+Nitrite,0.035,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-11-07T10:15:00Z,Sample,30.022421,-81.327722,FECCOL,"Coliform, Fecal",10,"B,=",CFU/100mL,1,NA,1,TRUE,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2019-01-22T11:30:00Z,Field,NA,NA,WTEM,Water temperature,13.5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-05-30T11:28:00Z,Sample,30.022421,-81.327722,NO23F,Nitrate+Nitrite,0.045,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-07-11T10:20:00Z,Field,30.022421,-81.327722,WIND_S,Wind Speed,2.1,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMDSNUT,2017-08-03T10:31:00Z,Sample,NA,NA,ENTERO,Enterococcus,38,NA,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMDSNUT,2017-08-03T10:31:00Z,Field,NA,NA,SpCond,Specific Conductance,38986,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMDSNUT,2017-08-03T10:31:00Z,Field,NA,NA,pH,pH,7.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-09-20T12:09:00Z,Field,30.022421,-81.327722,DO_p,"Dissolved oxygen, percent saturation",55.2,calculated using https://www.loligosystems.com/convert-oxygen-units?menu=84,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-09-20T12:09:00Z,Field,30.022421,-81.327722,ATEMP,Air temperature,34.611111111111114,calculated from F,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Sample,30.022421,-81.327722,CHLb_Tri_N,Chlorophyll b (Trichromatic),3.5,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2019-01-22T11:30:00Z,Field,NA,NA,pH,pH,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-09-06T08:51:00Z,Sample,30.022421,-81.327722,OD664b/OD665a,OD664b/OD665a,1.56,V,NA,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Sample,30.022421,-81.327722,CHLc_Tri_N,Chlorophyll c (Trichromatic),2.4,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-10-22T09:46:00Z,Field,30.022421,-81.327722,WIND_S,Wind Speed,4,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-10-18T11:18:00Z,Field,30.022421,-81.327722,SALT,Salinity,19.13,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Sample,30.022421,-81.327722,PHEA,Pheophytin a,3.5,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-05-30T11:28:00Z,Sample,30.022421,-81.327722,FECCOL,"Coliform, Fecal",20,B,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-12-05T09:43:00Z,Field,NA,NA,WIND_S,Wind Speed,5,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-12-05T09:43:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Sample,30.022421,-81.327722,NO23F,Nitrate+Nitrite,0.044,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Sample,30.022421,-81.327722,FECCOL,"Coliform, Fecal",84,NA,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Field,30.022421,-81.327722,WTEM,Water temperature,29.5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Field,30.022421,-81.327722,SpCond,Specific Conductance,26065,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Field,30.022421,-81.327722,pH,pH,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-12-05T09:43:00Z,Field,NA,NA,pH,pH,7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-12-05T09:43:00Z,Field,NA,NA,DO,Dissolved oxygen,6.53,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Field,30.022421,-81.327722,SALT,Salinity,15.97,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-10-22T09:46:00Z,Sample,30.022421,-81.327722,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",10.7,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Field,30.022421,-81.327722,SECCHI,Secchi Disk,0.6,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-12-05T09:43:00Z,Field,NA,NA,ATEMP,Air temperature,9.5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Field,30.022421,-81.327722,ATEMP,Air temperature,28.9,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-10-18T11:18:00Z,Sample,30.022421,-81.327722,TKN,Kjeldahl Nitrogen,1.44,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Field,30.022421,-81.327722,WIND_S,Wind Speed,0.8,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-05-30T11:28:00Z,Field,30.022421,-81.327722,SpCond,Specific Conductance,47367,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-05-30T11:28:00Z,Field,30.022421,-81.327722,pH,pH,7.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-05-30T11:28:00Z,Field,30.022421,-81.327722,DO,Dissolved oxygen,5.51,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Sample,30.022421,-81.327722,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",14.9,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-09-06T08:51:00Z,Sample,30.022421,-81.327722,CHLc_Tri_N,Chlorophyll c (Trichromatic),5,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-05-30T11:28:00Z,Field,30.022421,-81.327722,DO_p,"Dissolved oxygen, percent saturation",82.2,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-04-24T08:03:00Z,Field,30.022421,-81.327722,WDEPTH,Water Depth,1.0670731707317074,converted from ft (ft/3.28),m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-06-11T09:30:00Z,Field,30.022421,-81.327722,SALT,Salinity,24.34,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-11-07T10:15:00Z,Sample,30.022421,-81.327722,ENTERO,Enterococcus,10,ND,MPN/100mL,1,NA,1,TRUE,NA,NA,NA,ASTM D6503-99,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Field,30.022421,-81.327722,DO_p,"Dissolved oxygen, percent saturation",47.8,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Sample,30.022421,-81.327722,TN,Total Nitrogen,1.01,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,Calculation,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Sample,30.022421,-81.327722,TKN,Kjeldahl Nitrogen,0.97,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-10-18T11:18:00Z,Sample,30.022421,-81.327722,TP,Total Phosphorus,0.0676,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Sample,30.022421,-81.327722,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",13.5,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-10-18T11:18:00Z,Field,30.022421,-81.327722,WTEM,Water temperature,24,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-10-18T11:18:00Z,Field,30.022421,-81.327722,SpCond,Specific Conductance,30657,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Field,30.022421,-81.327722,WTEM,Water temperature,20.9,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Field,30.022421,-81.327722,SpCond,Specific Conductance,2213,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Sample,30.022421,-81.327722,CHLb_Tri_N,Chlorophyll b (Trichromatic),1.9,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-10-22T09:46:00Z,Field,30.022421,-81.327722,ATEMP,Air temperature,24.2,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-10-22T09:46:00Z,Sample,30.022421,-81.327722,FECCOL,"Coliform, Fecal",40,B,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-09-06T08:51:00Z,Field,30.022421,-81.327722,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Sample,30.022421,-81.327722,PHEA,Pheophytin a,4.1,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-09-20T12:09:00Z,Field,30.022421,-81.327722,SALT,Salinity,14.18,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2019-01-22T11:30:00Z,Field,NA,NA,SpCond,Specific Conductance,34316,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Sample,30.022421,-81.327722,TP,Total Phosphorus,0.11,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Sample,30.022421,-81.327722,DTKN,"Kjeldahl Nitrogen, Dissolved",1.71,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-12-05T09:43:00Z,Field,NA,NA,SECCHI,Secchi Disk,0.6,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Sample,30.022421,-81.327722,ENTERO,Enterococcus,10,NA,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Sample,30.022421,-81.327722,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",12,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-10-18T11:18:00Z,Sample,30.022421,-81.327722,ENTERO,Enterococcus,30,NA,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-09-06T08:51:00Z,Field,30.022421,-81.327722,SpCond,Specific Conductance,33773,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-10-22T09:46:00Z,Sample,30.022421,-81.327722,NO23F,Nitrate+Nitrite,0.014,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-10-22T09:46:00Z,Field,30.022421,-81.327722,SECCHI,Secchi Disk,1,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-06-11T09:30:00Z,Field,30.022421,-81.327722,WIND_S,Wind Speed,2,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-12-05T09:43:00Z,Field,NA,NA,SALT,Salinity,22.55,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-12-13T12:52:00Z,Sample,30.022421,-81.327722,ENTERO,Enterococcus,10,U,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-04-24T08:03:00Z,Field,30.022421,-81.327722,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-12-13T12:52:00Z,Field,30.022421,-81.327722,DO_p,"Dissolved oxygen, percent saturation",107.42,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-12-13T12:52:00Z,Sample,30.022421,-81.327722,TP,Total Phosphorus,0.0643,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-12-13T12:52:00Z,Sample,30.022421,-81.327722,NH4_N,"Ammonia as Nitrogen, Dissolved",0.014,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 350.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-12-13T12:52:00Z,Field,30.022421,-81.327722,WTEM,Water temperature,12.4,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-01-17T10:51:00Z,Sample,30.022421,-81.327722,TP,Total Phosphorus,0.0527,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-12-13T12:52:00Z,Field,30.022421,-81.327722,SpCond,Specific Conductance,17071,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-02-14T09:21:00Z,Field,30.022421,-81.327722,WTEM,Water temperature,16.9,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-12-13T12:52:00Z,Sample,30.022421,-81.327722,NO23F,Nitrate+Nitrite,0.01,U,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-12-13T12:52:00Z,Field,30.022421,-81.327722,SECCHI,Secchi Disk,0.382,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-01-17T10:51:00Z,Sample,30.022421,-81.327722,NO23F,Nitrate+Nitrite,0.049,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-03-28T08:50:00Z,Field,30.022421,-81.327722,SpCond,Specific Conductance,44437,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-02-14T09:21:00Z,Field,30.022421,-81.327722,WIND_S,Wind Speed,18.56627,calculated from mph (mph*2.2369),m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-02-14T09:21:00Z,Sample,30.022421,-81.327722,FECCOL,"Coliform, Fecal",42,NA,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-03-28T08:50:00Z,Field,30.022421,-81.327722,DO_p,"Dissolved oxygen, percent saturation",72.9,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2019-02-04T10:49:00Z,Field,NA,NA,WTEM,Water temperature,14.4,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Sample,30.022421,-81.327722,ENTERO,Enterococcus,10,NA,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-07-11T10:20:00Z,Field,30.022421,-81.327722,WTEM,Water temperature,29.6,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-10-18T11:18:00Z,Field,30.022421,-81.327722,pH,pH,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-10-18T11:18:00Z,Field,30.022421,-81.327722,DO,Dissolved oxygen,6.4,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-09-20T12:09:00Z,Field,30.022421,-81.327722,WIND_S,Wind Speed,12.75033,calculated from mph (mph*2.2369),m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Sample,30.022421,-81.327722,CHLc_Tri_N,Chlorophyll c (Trichromatic),3.5,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2019-01-22T11:30:00Z,Field,NA,NA,DO,Dissolved oxygen,8.2,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-10-22T09:46:00Z,Field,30.022421,-81.327722,WDEPTH,Water Depth,1.3719512195121952,converted from ft (ft/3.28),m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Sample,30.022421,-81.327722,OD664b/OD665a,OD664b/OD665a,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2019-01-22T11:30:00Z,Field,NA,NA,SALT,Salinity,21.57,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Sample,30.022421,-81.327722,TN,Total Nitrogen,1.43,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,Calculation,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2019-03-04T10:00:00Z,Field,NA,NA,DO,Dissolved oxygen,5.77,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Sample,30.022421,-81.327722,FECCOL,"Coliform, Fecal",80,B,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-10-22T09:46:00Z,Sample,30.022421,-81.327722,DTKN,"Kjeldahl Nitrogen, Dissolved",0.99,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2018-07-11T10:20:00Z,Field,30.022421,-81.327722,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-07-11T10:20:00Z,Field,30.022421,-81.327722,WDEPTH,Water Depth,1.0060975609756098,converted from ft (ft/3.28),m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-09-06T08:51:00Z,Field,30.022421,-81.327722,SALT,Salinity,21.05,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-11-02T11:40:00Z,Field,30.022421,-81.327722,pH,pH,7.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-09-06T08:51:00Z,Field,30.022421,-81.327722,pH,pH,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-08-08T08:29:00Z,Field,30.022421,-81.327722,DO,Dissolved oxygen,3.35,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2019-03-04T10:00:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2019-03-04T10:00:00Z,Field,NA,NA,SECCHI,Secchi Disk,0.6,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2019-03-04T10:00:00Z,Field,NA,NA,WTEM,Water temperature,20,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2019-03-04T10:00:00Z,Field,NA,NA,WDEPTH,Water Depth,1.66667,converted from ft (ft/3.28),m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-10-18T11:18:00Z,Field,30.022421,-81.327722,ATEMP,Air temperature,29.444444444444446,calculated from F,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-05-30T11:28:00Z,Sample,30.022421,-81.327722,ENTERO,Enterococcus,10,NA,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-10-18T11:18:00Z,Field,30.022421,-81.327722,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2018-05-30T11:28:00Z,Field,30.022421,-81.327722,WTEM,Water temperature,27,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Excluded
River North,GTMRNNUT,2017-09-20T12:09:00Z,Sample,30.022421,-81.327722,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",10,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
River North,GTMRNNUT,2017-09-20T12:09:00Z,Sample,30.022421,-81.327722,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",10,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,River,Excluded
